idx,corruption,aann,corrupted_construction,diff
11851,order_swap,an uninviting three pages,a three uninviting pages,0.7583212852478027
11851,no_article,an uninviting three pages,uninviting three pages,1.9000601768493652
11851,no_modifier,an uninviting three pages,a three pages,1.7609992027282715
11851,no_numeral,an uninviting three pages,an uninviting pages,0.9729466438293457
11855,order_swap,an uninviting three meals,a three uninviting meals,0.11067485809326172
11855,no_article,an uninviting three meals,uninviting three meals,1.3691596984863281
11855,no_modifier,an uninviting three meals,a three meals,0.36520910263061523
11855,no_numeral,an uninviting three meals,an uninviting meals,-0.0500645637512207
11861,order_swap,an uninviting twenty pages,a twenty uninviting pages,1.0925116539001465
11861,no_article,an uninviting twenty pages,uninviting twenty pages,2.026918888092041
11861,no_modifier,an uninviting twenty pages,a twenty pages,2.200758457183838
11861,no_numeral,an uninviting twenty pages,an uninviting pages,1.0549778938293457
11863,order_swap,an uninviting twenty paragraphs,a twenty uninviting paragraphs,0.6739501953125
11863,no_article,an uninviting twenty paragraphs,uninviting twenty paragraphs,1.5717597007751465
11863,no_modifier,an uninviting twenty paragraphs,a twenty paragraphs,1.5545759201049805
11863,no_numeral,an uninviting twenty paragraphs,an uninviting paragraphs,0.32750844955444336
11867,order_swap,a haunting three acts,a three haunting acts,0.853085994720459
11867,no_article,a haunting three acts,haunting three acts,1.473371982574463
11867,no_modifier,a haunting three acts,a three acts,2.587434768676758
11867,no_numeral,a haunting three acts,a haunting acts,1.0952162742614746
11876,order_swap,a haunting twenty pages,a twenty haunting pages,1.2239999771118164
11876,no_article,a haunting twenty pages,haunting twenty pages,1.7121872901916504
11876,no_modifier,a haunting twenty pages,a twenty pages,2.9061150550842285
11876,no_numeral,a haunting twenty pages,a haunting pages,0.4324803352355957
11878,order_swap,a haunting twenty paragraphs,a twenty haunting paragraphs,0.8205552101135254
11878,no_article,a haunting twenty paragraphs,haunting twenty paragraphs,1.2714524269104004
11878,no_modifier,a haunting twenty paragraphs,a twenty paragraphs,2.2152576446533203
11878,no_numeral,a haunting twenty paragraphs,a haunting paragraphs,0.21625375747680664
11893,order_swap,a hideous twenty paragraphs,a twenty hideous paragraphs,1.2541260719299316
11893,no_article,a hideous twenty paragraphs,hideous twenty paragraphs,1.3580679893493652
11893,no_modifier,a hideous twenty paragraphs,a twenty paragraphs,1.1250452995300293
11893,no_numeral,a hideous twenty paragraphs,a hideous paragraphs,0.237945556640625
11897,order_swap,an ugly three acts,a three ugly acts,0.9270963668823242
11897,no_article,an ugly three acts,ugly three acts,3.3430042266845703
11897,no_modifier,an ugly three acts,a three acts,0.26000022888183594
11897,no_numeral,an ugly three acts,an ugly acts,1.9965219497680664
11917,order_swap,a mere five acts,a five mere acts,2.5775375366210938
11917,no_article,a mere five acts,mere five acts,3.518521308898924
11917,no_modifier,a mere five acts,a five acts,2.0395641326904297
11917,no_numeral,a mere five acts,a mere acts,3.199525833129883
11920,order_swap,a mere five meals,a five mere meals,2.35206937789917
11920,no_article,a mere five meals,mere five meals,2.7202987670898438
11920,no_modifier,a mere five meals,a five meals,1.4214868545532227
11920,no_numeral,a mere five meals,a mere meals,2.033513069152832
11923,order_swap,a mere twenty paragraphs,a twenty mere paragraphs,2.0354995727539062
11923,no_article,a mere twenty paragraphs,mere twenty paragraphs,2.3088278770446777
11923,no_modifier,a mere twenty paragraphs,a twenty paragraphs,1.8852672576904297
11923,no_numeral,a mere twenty paragraphs,a mere paragraphs,0.987269401550293
11926,order_swap,a staggering three pages,a three staggering pages,1.6127090454101558
11926,no_article,a staggering three pages,staggering three pages,2.1486515998840328
11926,no_modifier,a staggering three pages,a three pages,3.9247932434082027
11926,no_numeral,a staggering three pages,a staggering pages,1.0980219841003414
11930,order_swap,a staggering three meals,a three staggering meals,1.1220848560333252
11930,no_article,a staggering three meals,staggering three meals,1.5820181369781494
11930,no_modifier,a staggering three meals,a three meals,2.2441933155059814
11930,no_numeral,a staggering three meals,a staggering meals,0.7229583263397217
11932,order_swap,a staggering five acts,a five staggering acts,1.5598709583282475
11932,no_article,a staggering five acts,staggering five acts,1.9454510211944585
11932,no_modifier,a staggering five acts,a five acts,4.3022544384002686
11932,no_numeral,a staggering five acts,a staggering acts,1.1833493709564213
11935,order_swap,a staggering five meals,a five staggering meals,1.3543624877929688
11935,no_article,a staggering five meals,staggering five meals,1.6398725509643555
11935,no_modifier,a staggering five meals,a five meals,2.5055489540100098
11935,no_numeral,a staggering five meals,a staggering meals,0.8074278831481934
11937,order_swap,a staggering twenty acts,a twenty staggering acts,2.1469705104827885
11937,no_article,a staggering twenty acts,staggering twenty acts,2.41332221031189
11937,no_modifier,a staggering twenty acts,a twenty acts,5.111273527145386
11937,no_numeral,a staggering twenty acts,a staggering acts,1.000613927841187
11940,order_swap,a staggering twenty meals,a twenty staggering meals,1.7832531929016113
11940,no_article,a staggering twenty meals,staggering twenty meals,1.9279417991638184
11940,no_modifier,a staggering twenty meals,a twenty meals,3.0076355934143066
11940,no_numeral,a staggering twenty meals,a staggering meals,0.6521716117858887
11943,order_swap,a whopping three paragraphs,a three whopping paragraphs,1.7323806285858159
11943,no_article,a whopping three paragraphs,whopping three paragraphs,2.7175977230072026
11943,no_modifier,a whopping three paragraphs,a three paragraphs,2.4546325206756596
11943,no_numeral,a whopping three paragraphs,a whopping paragraphs,1.0963041782379155
11944,order_swap,a whopping three awards,a three whopping awards,3.267367124557495
11944,no_article,a whopping three awards,whopping three awards,2.951042890548706
11944,no_modifier,a whopping three awards,a three awards,4.2856786251068115
11944,no_numeral,a whopping three awards,a whopping awards,2.1704494953155518
11946,order_swap,a whopping five pages,a five whopping pages,2.348799705505371
11946,no_article,a whopping five pages,whopping five pages,3.6071434020996094
11946,no_modifier,a whopping five pages,a five pages,3.6031851768493652
11946,no_numeral,a whopping five pages,a whopping pages,1.7904701232910156
11949,order_swap,a whopping five awards,a five whopping awards,3.3559565544128414
11949,no_article,a whopping five awards,whopping five awards,3.0360569953918453
11949,no_modifier,a whopping five awards,a five awards,4.431368827819824
11949,no_numeral,a whopping five awards,a whopping awards,2.217145442962646
11950,order_swap,a whopping five meals,a five whopping meals,1.9050140380859375
11950,no_article,a whopping five meals,whopping five meals,2.6733083724975586
11950,no_modifier,a whopping five meals,a five meals,2.350341796875
11950,no_numeral,a whopping five meals,a whopping meals,1.1938042640686035
11951,order_swap,a whopping twenty pages,a twenty whopping pages,3.4240541458129883
11951,no_article,a whopping twenty pages,whopping twenty pages,3.884519100189209
11951,no_modifier,a whopping twenty pages,a twenty pages,3.9560017585754395
11951,no_numeral,a whopping twenty pages,a whopping pages,1.7587170600891113
11956,order_swap,a hefty three pages,a three hefty pages,1.2553496360778809
11956,no_article,a hefty three pages,hefty three pages,3.243316173553467
11956,no_modifier,a hefty three pages,a three pages,2.6560654640197754
11956,no_numeral,a hefty three pages,a hefty pages,0.8918886184692383
11957,order_swap,a hefty three acts,a three hefty acts,1.5141124725341797
11957,no_article,a hefty three acts,hefty three acts,2.973470687866211
11957,no_modifier,a hefty three acts,a three acts,2.163970947265625
11957,no_numeral,a hefty three acts,a hefty acts,1.2735881805419922
11958,order_swap,a hefty three paragraphs,a three hefty paragraphs,1.108546257019043
11958,no_article,a hefty three paragraphs,hefty three paragraphs,2.085433006286621
11958,no_modifier,a hefty three paragraphs,a three paragraphs,1.9556150436401367
11958,no_numeral,a hefty three paragraphs,a hefty paragraphs,0.4889864921569824
11962,order_swap,a hefty five acts,a five hefty acts,1.7773380279541016
11962,no_article,a hefty five acts,hefty five acts,3.0160880088806152
11962,no_modifier,a hefty five acts,a five acts,2.9301819801330566
11962,no_numeral,a hefty five acts,a hefty acts,1.2228083610534668
11965,order_swap,a hefty five meals,a five hefty meals,0.9481527805328369
11965,no_article,a hefty five meals,hefty five meals,2.161088228225708
11965,no_modifier,a hefty five meals,a five meals,1.8137996196746826
11965,no_numeral,a hefty five meals,a hefty meals,0.754688024520874
11967,order_swap,a hefty twenty acts,a twenty hefty acts,2.5170459747314453
11967,no_article,a hefty twenty acts,hefty twenty acts,3.268186569213867
11967,no_modifier,a hefty twenty acts,a twenty acts,3.454033851623535
11967,no_numeral,a hefty twenty acts,a hefty acts,0.75490570068359375
11969,order_swap,a hefty twenty awards,a twenty hefty awards,2.79024600982666
11969,no_article,a hefty twenty awards,hefty twenty awards,2.9420523643493652
11969,no_modifier,a hefty twenty awards,a twenty awards,4.082587718963623
11969,no_numeral,a hefty twenty awards,a hefty awards,0.25166749954223633
11970,order_swap,a hefty twenty meals,a twenty hefty meals,1.4728055000305176
11970,no_article,a hefty twenty meals,hefty twenty meals,2.2332277297973633
11970,no_modifier,a hefty twenty meals,a twenty meals,1.9187736511230469
11970,no_numeral,a hefty twenty meals,a hefty meals,0.20232200622558594
11973,order_swap,a paltry three paragraphs,a three paltry paragraphs,1.9018683433532715
11973,no_article,a paltry three paragraphs,paltry three paragraphs,2.1808958053588867
11973,no_modifier,a paltry three paragraphs,a three paragraphs,2.3636364936828613
11973,no_numeral,a paltry three paragraphs,a paltry paragraphs,1.3312439918518066
11986,order_swap,a meager three pages,a three meager pages,2.2841429710388184
11986,no_article,a meager three pages,meager three pages,3.0902771949768066
11986,no_modifier,a meager three pages,a three pages,3.226663112640381
11986,no_numeral,a meager three pages,a meager pages,1.69883394241333
12005,order_swap,an extra three meals,a three extra meals,1.480316162109375
12005,no_article,an extra three meals,extra three meals,2.0840792655944824
12005,no_modifier,an extra three meals,a three meals,1.3643193244934082
12005,no_numeral,an extra three meals,an extra meals,0.9324321746826172
12008,order_swap,an extra five paragraphs,a five extra paragraphs,1.3411846160888672
12008,no_article,an extra five paragraphs,extra five paragraphs,2.3707470893859863
12008,no_modifier,an extra five paragraphs,a five paragraphs,1.2363390922546387
12008,no_numeral,an extra five paragraphs,an extra paragraphs,1.493171215057373
12011,order_swap,an extra twenty pages,a twenty extra pages,1.7965497970581055
12011,no_article,an extra twenty pages,extra twenty pages,3.447704315185547
12011,no_modifier,an extra twenty pages,a twenty pages,2.298542022705078
12011,no_numeral,an extra twenty pages,an extra pages,2.2683372497558594
12012,order_swap,an extra twenty acts,a twenty extra acts,1.7861595153808594
12012,no_article,an extra twenty acts,extra twenty acts,3.904844284057617
12012,no_modifier,an extra twenty acts,a twenty acts,2.360053062438965
12012,no_numeral,an extra twenty acts,an extra acts,1.3740358352661133
12014,order_swap,an extra twenty awards,a twenty extra awards,1.979374885559082
12014,no_article,an extra twenty awards,extra twenty awards,3.468730926513672
12014,no_modifier,an extra twenty awards,a twenty awards,2.490572929382324
12014,no_numeral,an extra twenty awards,an extra awards,0.4558091163635254
12017,order_swap,a measly three acts,a three measly acts,1.3161520957946777
12017,no_article,a measly three acts,measly three acts,2.355332374572754
12017,no_modifier,a measly three acts,a three acts,1.8608012199401855
12017,no_numeral,a measly three acts,a measly acts,2.1460490226745605
12023,order_swap,a measly five paragraphs,a five measly paragraphs,0.92794036865234375
12023,no_article,a measly five paragraphs,measly five paragraphs,1.675257682800293
12023,no_modifier,a measly five paragraphs,a five paragraphs,1.640763759613037
12023,no_numeral,a measly five paragraphs,a measly paragraphs,1.325355052947998
12029,order_swap,a measly twenty awards,a twenty measly awards,1.9081826210021973
12029,no_article,a measly twenty awards,measly twenty awards,2.4566526412963867
12029,no_modifier,a measly twenty awards,a twenty awards,3.289335250854492
12029,no_numeral,a measly twenty awards,a measly awards,0.8910236358642578
12035,order_swap,a substantial three meals,a three substantial meals,-0.095912933349609375
12035,no_article,a substantial three meals,substantial three meals,2.721198081970215
12035,no_modifier,a substantial three meals,a three meals,0.1790165901184082
12035,no_numeral,a substantial three meals,a substantial meals,0.6947674751281738
12037,order_swap,a substantial five acts,a five substantial acts,1.510819911956787
12037,no_article,a substantial five acts,substantial five acts,4.2774548530578596
12037,no_modifier,a substantial five acts,a five acts,1.0475773811340332
12037,no_numeral,a substantial five acts,a substantial acts,1.5960984230041504
12044,order_swap,a substantial twenty awards,a twenty substantial awards,1.731882095336914
12044,no_article,a substantial twenty awards,substantial twenty awards,4.429710388183594
12044,no_modifier,a substantial twenty awards,a twenty awards,1.907292366027832
12044,no_numeral,a substantial twenty awards,a substantial awards,-0.2625880241394043
12045,order_swap,a substantial twenty meals,a twenty substantial meals,0.6894373893737793
12045,no_article,a substantial twenty meals,substantial twenty meals,2.7643022537231445
12045,no_modifier,a substantial twenty meals,a twenty meals,0.2418050765991211
12045,no_numeral,a substantial twenty meals,a substantial meals,-0.07667303085327148
12051,order_swap,a record-setting five pages,a five record-setting pages,1.9965977668762207
12051,no_article,a record-setting five pages,record-setting five pages,1.8224129676818848
12051,no_modifier,a record-setting five pages,a five pages,3.52352237701416
12051,no_numeral,a record-setting five pages,a record-setting pages,1.319098949432373
12052,order_swap,a record-setting five acts,a five record-setting acts,1.6436076164245605
12052,no_article,a record-setting five acts,record-setting five acts,1.7165718078613281
12052,no_modifier,a record-setting five acts,a five acts,3.8325729370117188
12052,no_numeral,a record-setting five acts,a record-setting acts,1.0896549224853516
12053,order_swap,a record-setting five paragraphs,a five record-setting paragraphs,1.5064878463745117
12053,no_article,a record-setting five paragraphs,record-setting five paragraphs,1.3923592567443848
12053,no_modifier,a record-setting five paragraphs,a five paragraphs,2.1365976333618164
12053,no_numeral,a record-setting five paragraphs,a record-setting paragraphs,1.1680026054382324
12056,order_swap,a record-setting twenty pages,a twenty record-setting pages,2.2414631843566895
12056,no_article,a record-setting twenty pages,record-setting twenty pages,1.836472511291504
12056,no_modifier,a record-setting twenty pages,a twenty pages,3.4503512382507324
12056,no_numeral,a record-setting twenty pages,a record-setting pages,0.8613581657409668
12057,order_swap,a record-setting twenty acts,a twenty record-setting acts,2.2259254455566406
12057,no_article,a record-setting twenty acts,record-setting twenty acts,1.9212102890014648
12057,no_modifier,a record-setting twenty acts,a twenty acts,4.310140132904053
12057,no_numeral,a record-setting twenty acts,a record-setting acts,0.575467586517334
12058,order_swap,a record-setting twenty paragraphs,a twenty record-setting paragraphs,1.6547837257385254
12058,no_article,a record-setting twenty paragraphs,record-setting twenty paragraphs,1.5116767883300781
12058,no_modifier,a record-setting twenty paragraphs,a twenty paragraphs,2.741610527038574
12058,no_numeral,a record-setting twenty paragraphs,a record-setting paragraphs,0.5829172134399414
12059,order_swap,a record-setting twenty awards,a twenty record-setting awards,2.0446653366088867
12059,no_article,a record-setting twenty awards,record-setting twenty awards,1.5401206016540527
12059,no_modifier,a record-setting twenty awards,a twenty awards,4.632253170013428
12059,no_numeral,a record-setting twenty awards,a record-setting awards,0.004213809967041016
12060,order_swap,a record-setting twenty meals,a twenty record-setting meals,1.998315334320068
12060,no_article,a record-setting twenty meals,record-setting twenty meals,1.4457473754882808
12060,no_modifier,a record-setting twenty meals,a twenty meals,2.3443455696105953
12060,no_numeral,a record-setting twenty meals,a record-setting meals,0.3160305023193355
12066,order_swap,an astonishing five pages,a five astonishing pages,2.338655471801758
12066,no_article,an astonishing five pages,astonishing five pages,2.4989585876464844
12066,no_modifier,an astonishing five pages,a five pages,2.677049160003662
12066,no_numeral,an astonishing five pages,an astonishing pages,1.7176799774169922
12073,order_swap,an astonishing twenty paragraphs,a twenty astonishing paragraphs,1.8635764122009277
12073,no_article,an astonishing twenty paragraphs,astonishing twenty paragraphs,2.022726535797119
12073,no_modifier,an astonishing twenty paragraphs,a twenty paragraphs,2.2800989151000977
12073,no_numeral,an astonishing twenty paragraphs,an astonishing paragraphs,0.7283568382263184
12080,order_swap,an incredible three meals,a three incredible meals,1.2494986057281494
12080,no_article,an incredible three meals,incredible three meals,1.3283050060272217
12080,no_modifier,an incredible three meals,a three meals,1.6258652210235596
12080,no_numeral,an incredible three meals,an incredible meals,0.5420794486999512
12083,order_swap,an incredible five paragraphs,a five incredible paragraphs,1.2275199890136719
12083,no_article,an incredible five paragraphs,incredible five paragraphs,1.6135997772216797
12083,no_modifier,an incredible five paragraphs,a five paragraphs,1.7794032096862793
12083,no_numeral,an incredible five paragraphs,an incredible paragraphs,0.7019944190979004
12088,order_swap,an incredible twenty paragraphs,a twenty incredible paragraphs,1.5620994567871094
12088,no_article,an incredible twenty paragraphs,incredible twenty paragraphs,1.7937932014465332
12088,no_modifier,an incredible twenty paragraphs,a twenty paragraphs,2.3292641639709473
12088,no_numeral,an incredible twenty paragraphs,an incredible paragraphs,0.48686838150024414
12089,order_swap,an incredible twenty awards,a twenty incredible awards,1.700930118560791
12089,no_article,an incredible twenty awards,incredible twenty awards,2.382793903350831
12089,no_modifier,an incredible twenty awards,a twenty awards,4.1073102951049805
12089,no_numeral,an incredible twenty awards,an incredible awards,0.21392345428466797
12105,order_swap,an impressive twenty meals,a twenty impressive meals,2.0768887996673584
12105,no_article,an impressive twenty meals,impressive twenty meals,1.8357188701629639
12105,no_modifier,an impressive twenty meals,a twenty meals,1.9555613994598389
12105,no_numeral,an impressive twenty meals,an impressive meals,0.3558781147003174
12110,order_swap,a disappointing three meals,a three disappointing meals,1.3348042964935303
12110,no_article,a disappointing three meals,disappointing three meals,1.516608476638794
12110,no_modifier,a disappointing three meals,a three meals,0.9357612133026123
12110,no_numeral,a disappointing three meals,a disappointing meals,0.4980661869049072
12112,order_swap,a disappointing five acts,a five disappointing acts,1.488889217376709
12112,no_article,a disappointing five acts,disappointing five acts,2.3797049522399902
12112,no_modifier,a disappointing five acts,a five acts,2.0939559936523438
12112,no_numeral,a disappointing five acts,a disappointing acts,1.1363720893859863
12115,order_swap,a disappointing five meals,a five disappointing meals,1.5998048782348633
12115,no_article,a disappointing five meals,disappointing five meals,1.744128704071045
12115,no_modifier,a disappointing five meals,a five meals,0.8293743133544922
12115,no_numeral,a disappointing five meals,a disappointing meals,0.31775426864624023
12117,order_swap,a disappointing twenty acts,a twenty disappointing acts,1.7309308052062988
12117,no_article,a disappointing twenty acts,disappointing twenty acts,2.5954174995422363
12117,no_modifier,a disappointing twenty acts,a twenty acts,2.9514927864074707
12117,no_numeral,a disappointing twenty acts,a disappointing acts,0.40555238723754883
12119,order_swap,a disappointing twenty awards,a twenty disappointing awards,1.8831629753112793
12119,no_article,a disappointing twenty awards,disappointing twenty awards,2.3693995475769043
12119,no_modifier,a disappointing twenty awards,a twenty awards,3.124006748199463
12119,no_numeral,a disappointing twenty awards,a disappointing awards,0.10389089584350586
12127,order_swap,a surprising five acts,a five surprising acts,1.744821548461914
12127,no_article,a surprising five acts,surprising five acts,3.7284698486328125
12127,no_modifier,a surprising five acts,a five acts,1.2686867713928223
12127,no_numeral,a surprising five acts,a surprising acts,1.695760726928711
12130,order_swap,a surprising five meals,a five surprising meals,1.959665298461914
12130,no_article,a surprising five meals,surprising five meals,2.391639232635498
12130,no_modifier,a surprising five meals,a five meals,0.6564774513244629
12130,no_numeral,a surprising five meals,a surprising meals,0.6766481399536133
12131,order_swap,a surprising twenty pages,a twenty surprising pages,3.3069839477539045
12131,no_article,a surprising twenty pages,surprising twenty pages,3.945526123046875
12131,no_modifier,a surprising twenty pages,a twenty pages,1.723790168762207
12131,no_numeral,a surprising twenty pages,a surprising pages,1.975475788116455
12132,order_swap,a surprising twenty acts,a twenty surprising acts,1.8796644210815447
12132,no_article,a surprising twenty acts,surprising twenty acts,4.268179893493652
12132,no_modifier,a surprising twenty acts,a twenty acts,1.9956064224243164
12132,no_numeral,a surprising twenty acts,a surprising acts,0.8343229293823242
12135,order_swap,a surprising twenty meals,a twenty surprising meals,1.9846229553222656
12135,no_article,a surprising twenty meals,surprising twenty meals,2.6925196647644034
12135,no_modifier,a surprising twenty meals,a twenty meals,0.7814431190490723
12135,no_numeral,a surprising twenty meals,a surprising meals,-0.10922527313232422
12140,order_swap,a devastating three meals,a three devastating meals,0.8271706104278564
12140,no_article,a devastating three meals,devastating three meals,0.7667605876922607
12140,no_modifier,a devastating three meals,a three meals,1.004124402999878
12140,no_numeral,a devastating three meals,a devastating meals,0.1438138484954834
12141,order_swap,a devastating five pages,a five devastating pages,1.1750292778015137
12141,no_article,a devastating five pages,devastating five pages,1.4671316146850586
12141,no_modifier,a devastating five pages,a five pages,2.446369171142578
12141,no_numeral,a devastating five pages,a devastating pages,0.8806862831115723
12145,order_swap,a devastating five meals,a five devastating meals,0.9099707603454585
12145,no_article,a devastating five meals,devastating five meals,1.0163331031799312
12145,no_modifier,a devastating five meals,a five meals,1.1538796424865718
12145,no_numeral,a devastating five meals,a devastating meals,0.21964406967163042
12148,order_swap,a devastating twenty paragraphs,a twenty devastating paragraphs,1.1555075645446777
12148,no_article,a devastating twenty paragraphs,devastating twenty paragraphs,1.131455898284912
12148,no_modifier,a devastating twenty paragraphs,a twenty paragraphs,2.3697404861450195
12148,no_numeral,a devastating twenty paragraphs,a devastating paragraphs,0.3762383460998535
12156,order_swap,a pathetic five pages,a five pathetic pages,1.530773639678955
12156,no_article,a pathetic five pages,pathetic five pages,2.6447348594665527
12156,no_modifier,a pathetic five pages,a five pages,1.9714221954345703
12156,no_numeral,a pathetic five pages,a pathetic pages,1.6575217247009277
12157,order_swap,a pathetic five acts,a five pathetic acts,0.931645393371582
12157,no_article,a pathetic five acts,pathetic five acts,2.602877140045166
12157,no_modifier,a pathetic five acts,a five acts,2.221909523010254
12157,no_numeral,a pathetic five acts,a pathetic acts,0.7873387336730957
12161,order_swap,a pathetic twenty pages,a twenty pathetic pages,2.186936855316162
12161,no_article,a pathetic twenty pages,pathetic twenty pages,2.818905830383301
12161,no_modifier,a pathetic twenty pages,a twenty pages,2.4555749893188477
12161,no_numeral,a pathetic twenty pages,a pathetic pages,1.4433908462524414
12165,order_swap,a pathetic twenty meals,a twenty pathetic meals,1.3032183647155762
12165,no_article,a pathetic twenty meals,pathetic twenty meals,2.046888828277588
12165,no_modifier,a pathetic twenty meals,a twenty meals,1.2372379302978516
12165,no_numeral,a pathetic twenty meals,a pathetic meals,-0.2880110740661621
12169,order_swap,a remarkable three awards,a three remarkable awards,2.2348270416259766
12169,no_article,a remarkable three awards,remarkable three awards,3.0761537551879883
12169,no_modifier,a remarkable three awards,a three awards,2.0087227821350098
12169,no_numeral,a remarkable three awards,a remarkable awards,2.363234519958496
12177,order_swap,a remarkable twenty acts,a twenty remarkable acts,1.9406614303588867
12177,no_article,a remarkable twenty acts,remarkable twenty acts,3.9597558975219744
12177,no_modifier,a remarkable twenty acts,a twenty acts,2.409381866455078
12177,no_numeral,a remarkable twenty acts,a remarkable acts,1.2140474319458008
12191,order_swap,a mediocre twenty pages,a twenty mediocre pages,1.3968725204467773
12191,no_article,a mediocre twenty pages,mediocre twenty pages,1.1327242851257324
12191,no_modifier,a mediocre twenty pages,a twenty pages,2.9541726112365723
12191,no_numeral,a mediocre twenty pages,a mediocre pages,0.6774916648864746
12192,order_swap,a mediocre twenty acts,a twenty mediocre acts,0.9931602478027344
12192,no_article,a mediocre twenty acts,mediocre twenty acts,1.3194403648376465
12192,no_modifier,a mediocre twenty acts,a twenty acts,3.925682544708252
12192,no_numeral,a mediocre twenty acts,a mediocre acts,-0.20806455612182617
12196,order_swap,an unsatisfying three pages,a three unsatisfying pages,0.9481320381164551
12196,no_article,an unsatisfying three pages,unsatisfying three pages,1.4666199684143066
12196,no_modifier,an unsatisfying three pages,a three pages,2.4547863006591797
12196,no_numeral,an unsatisfying three pages,an unsatisfying pages,1.2508645057678223
12197,order_swap,an unsatisfying three acts,a three unsatisfying acts,0.4591517448425293
12197,no_article,an unsatisfying three acts,unsatisfying three acts,1.3427839279174805
12197,no_modifier,an unsatisfying three acts,a three acts,2.556210517883301
12197,no_numeral,an unsatisfying three acts,an unsatisfying acts,1.0709266662597656
12198,order_swap,an unsatisfying three paragraphs,a three unsatisfying paragraphs,0.7137856483459473
12198,no_article,an unsatisfying three paragraphs,unsatisfying three paragraphs,0.9116969108581543
12198,no_modifier,an unsatisfying three paragraphs,a three paragraphs,1.6498756408691406
12198,no_numeral,an unsatisfying three paragraphs,an unsatisfying paragraphs,1.1203980445861816
12205,order_swap,an unsatisfying five meals,a five unsatisfying meals,0.41360878944397017
12205,no_article,an unsatisfying five meals,unsatisfying five meals,0.931153535842896
12205,no_modifier,an unsatisfying five meals,a five meals,1.1460392475128178
12205,no_numeral,an unsatisfying five meals,an unsatisfying meals,0.058501005172729936
12207,order_swap,an unsatisfying twenty acts,a twenty unsatisfying acts,0.5004138946533203
12207,no_article,an unsatisfying twenty acts,unsatisfying twenty acts,1.2655158042907706
12207,no_modifier,an unsatisfying twenty acts,a twenty acts,3.1434712409973145
12207,no_numeral,an unsatisfying twenty acts,an unsatisfying acts,-0.2006845474243164
12212,order_swap,a lovely three acts,a three lovely acts,0.8513946533203125
12212,no_article,a lovely three acts,lovely three acts,2.134784698486328
12212,no_modifier,a lovely three acts,a three acts,2.005493640899658
12212,no_numeral,a lovely three acts,a lovely acts,1.1539239883422852
12216,order_swap,a lovely five pages,a five lovely pages,0.9342403411865234
12216,no_article,a lovely five pages,lovely five pages,1.8114995956420898
12216,no_modifier,a lovely five pages,a five pages,1.3980135917663574
12216,no_numeral,a lovely five pages,a lovely pages,0.9797391891479492
12223,order_swap,a lovely twenty paragraphs,a twenty lovely paragraphs,0.9859247207641602
12223,no_article,a lovely twenty paragraphs,lovely twenty paragraphs,1.2209186553955078
12223,no_modifier,a lovely twenty paragraphs,a twenty paragraphs,1.4012579917907715
12223,no_numeral,a lovely twenty paragraphs,a lovely paragraphs,0.40630197525024414
12231,order_swap,a beautiful five pages,a five beautiful pages,0.7157444953918457
12231,no_article,a beautiful five pages,beautiful five pages,2.240396499633789
12231,no_modifier,a beautiful five pages,a five pages,0.2291865348815918
12231,no_numeral,a beautiful five pages,a beautiful pages,1.3573417663574219
12242,order_swap,an enchanting three acts,a three enchanting acts,0.6403355598449707
12242,no_article,an enchanting three acts,enchanting three acts,1.4581713676452637
12242,no_modifier,an enchanting three acts,a three acts,2.817056655883789
12242,no_numeral,an enchanting three acts,an enchanting acts,0.8919711112976074
12243,order_swap,an enchanting three paragraphs,a three enchanting paragraphs,0.5534119606018066
12243,no_article,an enchanting three paragraphs,enchanting three paragraphs,0.7707605361938477
12243,no_modifier,an enchanting three paragraphs,a three paragraphs,1.6131491661071777
12243,no_numeral,an enchanting three paragraphs,an enchanting paragraphs,0.7459907531738281
12249,order_swap,an enchanting five awards,a five enchanting awards,0.546851634979248
12249,no_article,an enchanting five awards,enchanting five awards,1.3319730758666992
12249,no_modifier,an enchanting five awards,a five awards,2.6631484031677246
12249,no_numeral,an enchanting five awards,an enchanting awards,0.16433286666870117
12263,order_swap,a soothing five paragraphs,a five soothing paragraphs,0.7179679870605469
12263,no_article,a soothing five paragraphs,soothing five paragraphs,1.2336106300354004
12263,no_modifier,a soothing five paragraphs,a five paragraphs,0.6678881645202637
12263,no_numeral,a soothing five paragraphs,a soothing paragraphs,1.0068650245666504
12266,order_swap,a soothing twenty pages,a twenty soothing pages,1.6216235160827637
12266,no_article,a soothing twenty pages,soothing twenty pages,1.560898780822754
12266,no_modifier,a soothing twenty pages,a twenty pages,1.510218620300293
12266,no_numeral,a soothing twenty pages,a soothing pages,0.774928092956543
12270,order_swap,a soothing twenty meals,a twenty soothing meals,0.5085172653198242
12270,no_article,a soothing twenty meals,soothing twenty meals,0.9442620277404785
12270,no_modifier,a soothing twenty meals,a twenty meals,0.20405960083007812
12270,no_numeral,a soothing twenty meals,a soothing meals,-1.1218724250793457
12274,order_swap,a charming three awards,a three charming awards,0.7085533142089844
12274,no_article,a charming three awards,charming three awards,1.7727398872375488
12274,no_modifier,a charming three awards,a three awards,1.2500362396240234
12274,no_numeral,a charming three awards,a charming awards,0.06723642349243164
12275,order_swap,a charming three meals,a three charming meals,0.6205329895019531
12275,no_article,a charming three meals,charming three meals,1.1970295906066895
12275,no_modifier,a charming three meals,a three meals,0.1713261604309082
12275,no_numeral,a charming three meals,a charming meals,-0.024580955505371094
