sentence_idx,PREP,ADJ,PRON,VERB,sentence
8221900,as,good,I,remember,This is as good as I remember.
8222260,than,smarter,you,look,You're smarter than you look.
8222972,than,smarter,you,look,- You're smarter than you look.
8223858,as,fit,they,come,"Crap music, but he's as fit as they come."
8224398,as,loveable,I,think,And it's not always as loveable as I think.
8228386,than,safer,you,might,Skydiving is actually safer than you might think.
8230430,than,slippier,he,looks,He's slippier than he looks.
8232269,as,bad,you,think,"Don't worry, it wasn't as bad as you think."
8239028,as,bad,it,looks,It's not as bad as it looks.
8240692,than,bigger,you,can,And it's bigger than you can believe.
8241184,as,many,we,can,There could be as many as we can imagine.
8241866,as,easy,you,think,"Burt, this isn't going to be as easy as you think."
8242587,as,many,you,think,Not as many as you think.
8242598,as,bad,they,say,It's not as bad as they say.
8249371,as,good,you,say,"If he's even half as good as you say, you got a permanent spot on my crew here in Chicago."
8250874,as,large,it,is,"Here we are 29000 light years away from the center of our galaxy, and our galaxy is over a hundred thousand light years across, but even that as large as it is, is kind of a speck in the cosmic distance scale."
8251431,than,younger,he,looks,He's younger than he looks.
8256724,than,stronger,I,am,Because you're stronger than I am.
8257364,than,-More,I,am,-More than I am?
8257477,than,better,I,am,You think you're so much better than I am.
8261145,than,sneakier,I,am,You're sneakier than I am.
8261722,than,more,you,know,You've already done more than you know.
8261793,than,sneakier,I,am,You're sneakier than I am.
8262429,than,more,you,know,[ Sighs ] You've already done more than you know.
8265328,than,more,I,need,As much as I was at the hotel ever much more than I need.
8269714,as,close,you,can,About as close as you can be.
8274036,than,charming,you,remember,Less charming than you remember?
8276084,than,shadier,you,are,"And I was gonna ask Professor Shane, but it turns out he's shadier than you are."
8282865,as,strong,you,are,A man your age to be as strong as you are.
8286007,than,stronger,they,look,"Hey, yo, those phantom punches are stronger than they look."
8288276,than,tougher,you,are,"Dude, your girlfriend here is tougher than you are."
8294453,than,heavier,I,look,I am heavier than I look.
8302617,than,less,I,do,"At times, it seems you think less than I do."
8311848,than,harder,it,looks,"It's harder than it looks, guero."
8313145,than,harder,it,looks,"It's harder than it looks, Handsome..."
8316962,than,worse,it,is,But I think you think it's worse than it is.
8323230,than,more,I,am,That microfilm's worth more than I am.
8329168,than,smarter,they,look,They're smarter than they look.
8331479,as,late,it,is,I'm late as it is.
8332592,as,good,it,could,"It's a pretty small subject but for every clause in that enormous document, at least somewhere is a group of people who are thinking about, is this as good as it could be?"
8334532,as,perfect,you,are,I think you look perfect as you are.
8335016,as,perfect,you,are,I think you look perfect as you are.
8338605,than,wiser,you,appear,You are wiser than you appear.
8338785,as,useless,you,think,I'm not as useless as you think.
8343202,than,more,he,deserves,"for much more than he deserves, and I refute much of his statements here in print."
8345568,than,better,I,do,You look... way better than I do.
8345696,than,better,it,is,"If not for yourself, for your parents, for Joan and the kids, for the millions of people that hear the name Kennedy and still hope the world can be better than it is!"
8346733,as,much,you,want,"- Well, you eat as much as you want."
8349563,as,corny,it,sounds,"I guess this has... given me... hope that, uh... there might be... as cheesy and corny as it sounds, somewhere out-- someone out there for me."
8354669,as,cozy,you,remember,Is it just as cozy as you remember?
8361446,than,nicer,it,sounds,It was actually nicer than it sounds.
8362710,as,cooperative,we,'d,You haven't been as cooperative as we'd like.
8363861,as,big,I,can,As big as I can get.
8365223,than,clever,you,would,"They're more clever than you would think, and creative."
8365661,than,clever,you,would,"They're more clever than you would think, and creative."
8366053,than,clever,you,would,"They're more clever than you would think, and creative."
8367124,than,stronger,you,think,"I'm a lot stronger than you think, Mr. Gable."
8367478,as,Smart,they,come,Smart as they come.
8368143,as,good,you,think,It's not as good as you think.
8368569,than,slower,I,remember,This is a lot slower than I remember.
8375396,than,smaller,I,remember,It's smaller than I remember.
8375925,than,smaller,I,remember,It's smaller than I remember.
8381009,as,dedicated,they,come,She was as tough and dedicated as they come.
8381939,as,embarrassed,it,is,[Rajan] I'm embarrassed as it is.
8382205,as,trapped,we,are,"You're just as trapped as we are, aren't you?"
8382523,as,same,you,are,She's discovering her life the same as you are.
8385974,than,more,you,can,And God never gives you more than you can handle.
8387799,than,fragile,it,appears,And the barrier keeping us safe from that is sometimes more fragile than it appears.
8387899,than,stronger,you,look,You're a lot stronger than you look.
8392794,as,stupid,you,might,"You know, I'm not as stupid as you might think."
8392829,than,taller,I,remember,Surprisingly taller than I remember.
8396162,as,surprised,you,are,I'm as surprised as you are.
8397183,as,surprised,you,are,I'm as surprised as you are.
8404116,than,More,I,'d,More than I'd like.
8409503,than,wiser,you,know,"Mm, I think you're a lot wiser than you know."
8410672,as,clever,you,think,"With due respect, you're not as clever as you think."
8410680,as,Same,you,do,Same as you do.
8419321,than,tougher,he,looks,He's a lot tougher than he looks.
8420017,than,tougher,he,looks,He's a lot tougher than he looks.
8432302,as,flawed,I,am,"As flawed as I am,"
8433660,as,appropriate,it,is,"I can't help but think what we're doing, as appropriate as it is, comes off a little conceptually bland."
8433672,as,appropriate,it,is,"So in the back of my head, I think what we're doing, as appropriate as it is, it comes off a little conceptually bland."
8437563,as,passionate,you,are,- ♪ I can't believe it myself ♪ ...but I would be lucky to grow up to be as strong and confident and passionate as you are.
8445195,as,bad,it,looks,This damage ain't as bad as it looks.
8450522,as,horrible,it,seems,"""And dying isn't as horrible as it seems. """
8450523,as,horrible,it,seems,"""And dying isn't as horrible as it seems. """
8452352,than,worse,it,is,It really looks a lot worse than it is.
8452394,than,worse,it,is,It really looks a lot worse than it is.
8453973,than,complicated,it,seems,It's just a little more complicated than it seems.
8459863,than,vulnerable,she,looks,Frankie is a lot less vulnerable than she looks.
8462597,than,alike,we,realize,We're more alike than we realize.
8464467,than,closer,you,think,We may be a lot closer than you think.
8467336,as,rich,you,are,"♪ For as rich as you are, it's much better by far ♪"
8467348,as,rich,you,are,"♪ For as rich as you are, it's much better by far ♪"
8482769,than,closer,he,thinks,-Advise your mayor that he'd better not get too settled in that office of his because moving day is closer than he thinks.
8482995,as,ugly,she,is,My wife is not as ugly as she is.
8485839,as,guilty,I,am,You're as guilty as I am.
8487125,as,guilty,I,am,You're as guilty as I am.
8493541,as,fine,they,are,Those scenes are fine as they are.
8494087,as,fine,it,is,The schedule's fine as it is!
8497452,than,cleverer,he,is,"He's jealous of me because I'm cleverer than he is, and ever so much more handsome, don't you think?"
8511420,AS,FORMIDABLE,IT,SEEMS,"AS FORMIDABLE AS IT SEEMS, EVERYTHING HAS ITS WEAKNESS."
8518837,as,appetizing,you,look,And you smell as appetizing as you look.
8521070,than,stupid,you,look,You're more stupid than you look.
8525575,as,potty,she,is,You're as potty as she is.
8529291,than,stronger,you,think,You know... ..you're a lot stronger than you think.
8529902,as,much,you,want,Eat as much as you want.
8532078,as,perfect,you,are,"Not everyone's as perfect as you are, Brandon."
8533008,as,perfect,you,are,"Not everyone's as perfect as you are, Brandon."
8535753,as,deep,I,am,You are in as deep as I am.
8538705,as,much,you,like,Take as much as you like.
8540286,than,smaller,you,think,The world is smaller than you think.
8546867,as,lareral,I,can,I have moved as lareral as I can go.
8548839,than,older,I,am,"Well, he's older than I am, bigger than I am."
8549319,than,more,I,can,"Whoa, that's 60 more than I can type."
8550187,than,faster,I,am,- You're faster than I am.
8563326,as,Clever,you,are,"Clever as you are, you'll succeed whenever you want."
8567779,as,hearted,he,is,"Stout-hearted as he is, he must feel lonesome at leaving home"
8575478,than,prettier,I,am,"She's prettier than I am, she dresses better, and she's probably a lot smarter."
8578600,than,more,I,can,This is more than I can take!
8581487,than,better,you,go,"But you I will not make happy, so it is better than you go."
8582955,than,taller,I,am,She... she's a little taller than I am.
8586093,than,happy,I,have,Has Robert any more to be right to be happy than I have?
8590163,as,perfect,it,is,But it's perfect as it is.
8591802,as,perfect,it,is,But it's perfect as it is.
8593733,as,perfect,it,is,But it's perfect as it is.
8598614,as,scared,we,are,And you're just as lost and scared as we are.
8599446,than,more,he,seems,A wolf may be more than he seems.
8603073,as,incredible,you,do,"I find the thought as incredible as you do, but we have no choice."
8607194,as,Steady,she,goes,"Steady as she goes, Sulu."
8608354,as,Steady,she,goes,"Steady as she goes, Sulu."
8609475,as,Steady,she,goes,"Steady as she goes, Sulu."
8613716,than,smarter,you,are,Do you see maybe your kids are going to be smarter than you are?
8627335,than,hopeful,I,am,Mom's more hopeful than I am.
8631802,as,colourful,you,want,Make it as colourful as you want.
8642973,than,more,you,do,I know no more than you do.
8648295,as,surprised,you,are,"Guys, I'm as surprised as you are."
8648408,as,good,you,say,"Your man as good as you say, stud?"
8648686,as,fast,he,can,That's as fast as he can go?
8649411,than,bigger,you,are,"Look, he's bigger than you are."
8649413,than,younger,you,are,He's younger than you are.
8649530,as,Dirty,they,come,Dirty as they come.
8649552,than,better,you,are,Especially one who's better than you are.
8654104,than,more,you,have,They've given me much more than you have.
8655931,as,white,you,are,He's nearly as white as you are.
8657642,as,white,you,are,He's nearly as white as you are.
8660699,as,easy,it,seems,"Well, it's not as easy as it seems."
8681838,as,perfect,you,are,You're absolutely perfect as you are.
8682775,as,much,I,'d,Not as much as I'd like.
8683464,as,easy,you,think,That might not be as easy as you think.
8686096,as,fine,I,am,I'm just fine as I am.
8686849,than,later,you,think,- It's later than you think.
8687868,as,harmless,he,looks,"Bloke in the bowler hat, the English one, he's not as harmless as he looks, you know."
8689457,than,harder,you,might,"It's harder than you might think, you know."
8691213,as,much,you,'ll,- As much as you'll need.
8693147,as,much,you,'ll,- As much as you'll need.
8695827,as,impressed,you,say,"If you're as impressed as you say, trust my judgment."
8699309,THAN,MORE,I,CAN,I BIT OFF MORE THAN I CAN CHEW.
8702223,as,dead,you,sound,I hope y'all aren't as dead as you sound.
8705048,than,better,they,are,I'm no better than they are.
8705852,as,good,it,sounds,How could it possibly taste as good as it sounds?
8715134,than,braver,you,are,"I don't know, be patient, but I'm no braver than you are."
8715700,as,cold,you,please,"two weeks notice, and out-- just as cold as you please."
8723372,than,depressed,one,can,All this new money around here makes one more depressed than one can say.
8723498,than,more,I,can,"As much as I adore your sweet little daughter, Franklin, this whole business is- is much more than I can bear."
8723844,as,lapsed,they,come,West here was as lapsed as they come.
8727280,as,short,he,is,"I mean, as short as he is?"
8728302,as,good,you,wanna,"When you go out on a patrol, sir, you're not gonna be as good as you wanna be."
8728791,as,short,he,is,As short as he is?
8729612,as,good,you,wanna,"When you go out on a patrol, sir you're not gonna be as good as you wanna be."
8738300,as,bad,they,say,"Hey, was it as bad as they say?"
8740008,as,resolute,you,are,"At the end of thirteen years, if Duryodhana refuses to give us back our kingdom and he will refuse then I will be as resolute as you are."
8742384,as,smart,he,thinks,"Well, the enemy's not as smart as he thinks, Burnett."
8742656,as,small,it,is,"As small as it is, as long as it's a kingdom."
8749245,than,tougher,you,think,- They're much tougher than you think.
8753742,than,stronger,they,are,I'm stronger than they are.
8756601,as,simple,you,think,It's not as simple as you think.
8757986,as,easy,you,think,"It's difficult, it's not as easy as you think."
8758744,as,dumb,he,looks,He's not as dumb as he looks.
8761671,than,excited,I,am,You're not more excited than I am.
8762165,than,excited,I,am,You're not more excited than I am.
8762713,than,excited,I,am,"Well, you're not more excited than I am!"
8764709,as,tough,he,looks,He's not as tough as he looks.
8766290,as,much,you,like,- Have as much as you like.
8770581,than,more,you,know,She's been through more than you know.
8772514,than,more,you,know,She's been through more than you know.
8772922,than,smarter,I,am,# Some other folks might be a little bit smarter than I am #
8773331,THAN,SMARTER,I,AM,#SOME OTHER FOLKS MIGHT BE A LITTLE SMARTER THAN I AM #
8774495,than,more,you,know,She's been through more than you know.
8774956,than,smarter,I,am,% Some other folks might be a little bit smarter than I am %
8781485,than,yellow,you,are,I've seen custard factories less yellow than you are!
8781986,THAN,TOUGHER,YOU,CAN,BUT IT'S EVEN TOUGHER THAN YOU CAN IMAGINE.
8785608,than,more,he,could,His bit off more than he could chew.
8793414,as,vulnerable,you,are,I'm as vulnerable as you are.
8794983,as,free,he,pleases,It's obvious Jarod is trying to keep us busy chasing Mr. No Name's identity... while he skips along free as he pleases.
8801641,than,better,they,are,"And in 5 years, you're gonna be way better than they are."
8805011,than,other,we,do,Eric and Rachel know more about each other than we do.
8805963,as,skinny,she,is,"Now... if you really want her, as skinny as she is, I give her to you."
8816352,as,wonderful,she,may,"wonderful as she may be, she's no intellectual."
8818869,as,pretty,you,are,"Especially as pretty as you are,"
8820820,as,easy,it,looks,And that's not always as easy as it looks.
8835520,than,happier,we,are,"People live like this, and they are happier than we are."
8836596,than,happier,we,are,"Poeple live like that, and they're happier than we are."
8839177,than,Worse,you,think,● Worse than you think.
8839198,than,screwier,you,are,That guy is screwier than you are.
8846449,than,surprised,I,am,"Oh, nobody is more surprised than I am."
8849464,as,dumb,he,looks,He's not as dumb as he looks.
8851192,as,much,you,do,- I know as much as you do.
8857235,as,enlightened,you,are,- Not everybody's so enlightened as you are.
8860098,as,far,they,get,"Then they look down, and they see how far they've come, so they stop to enjoy the view, and that is as far as they get."
8870308,than,better,they,are,No better than they are.
8874308,as,much,you,do,I know as much as you do.
8874803,as,much,you,want,"Hit as much as you want, my honey."
8879907,than,more,I,could,"This is a little more than I could handle, so, I-I..."
8881472,than,bigger,you,realize,This is so much bigger than you realize.
8882303,than,more,you,have,"I am, and I know how stressful this is for you, and I want you to know, I've done this a lot more than you have, so I can get you out of this."
8882374,than,worse,it,is,"Usually looks a lot worse than it is, okay?"
8886873,than,worse,I,am,"Oh, you're looking a whole lot worse than I am."
8887124,as,undermanned,it,is,"Just wish it didn't affect his work so much, undermanned as it is."
8887292,as,clean,he,seems,"Hmm, apparently our marine isn't as squeaky-clean as he seems."
8891289,as,simple,it,seems,"Not everything's as simple as it seems, when you're a kid."
8894066,as,simple,it,seems,"As simple as it seems, when you're a kid."
8895618,as,broken,you,do,"I don't think the world is as broken as you do, Dre, but something's got to change."
8899454,as,dead,you,are,She's just as dead as you are.
8909636,than,worse,it,is,It looks much worse than it is.
8910394,than,worse,it,is,It looks much worse than it is.
8911055,as,fast,you,can,Is this as fast as you can go?
8920877,as,delightful,you,are,You look delightful as you are.
8924707,as,racist,it,sounds,And not nearly as racist as it sounds.
8935239,than,closer,you,think,And he's a lot closer than you think.
8943112,than,complicated,they,seem,Things can be more complicated than they seem.
8943805,than,complicated,they,seem,Things can be more complicated than they seem.
8946183,as,strong,we,are,Thing is as strong as we are.
8946582,than,other,I,am,Would you have me pretend to be other than I am?
8946583,than,better,you,think,I would have you believe that you're better than you think.
8953753,as,bad,it,sounds,It's actually not as bad as it sounds.
8955720,as,Odd,it,might,"Odd as it might seem, I do enjoy working here."
8962679,as,sad,they,do,"And they're not confident, so they try and make you feel as sad as they do."
8964294,as,Tempting,it,is,"Tempting as it is, not this time, Romeo."
8968085,as,Such,you,can,Such as you can promise?
8968896,as,bad,he,is,"If you don't publish this, you're as bad as he is."
8977143,as,easy,it,sounds,That's definitely gonna be as easy as it sounds.
8984400,AS,MUCH,WE,COULD,"NOW, WE COLLECTED AS MUCH AS WE COULD FIND."
8984437,THAN,QUALIFIED,WE,ARE,WAY MORE QUALIFIED THAN WE ARE.
8991041,than,Sorrier,I,can,Sorrier than I can say.
8994871,as,smart,you,seem,"Everybody Mayfair gets close to winds up dead, and if you're as smart as you seem,"
8995204,than,more,you,do,"Thomas, I don't know any more than you do."
8996524,than,easier,I,remember,This is easier than I remember.
8997452,than,harder,it,looks,"""A bit harder than it looks!"""
9000509,as,eager,you,are,I apologize if I'm not as eager as you are.
9002814,as,good,it,looks,About as good as it looks.
9003730,as,good,it,looks,About as good as it looks.
9005456,as,bad,he,is,"Besides, if I don't come clean, I'm just as bad as he is."
9007278,as,hard,it,is,"And you have your sister's best interests at heart, but sometimes, as hard as it is, love means you need to let go a little."
9008807,as,high,we,say,"Well, we're not... we're not gonna ignore the women, 'cause we all agree that the levels are as high as we say."
9016226,than,intelligent,we,are,- How do we control machines that are thousands or millions of times more intelligent than we are?
9016228,than,intelligent,we,are,"- At some point when they become super intelligent, thousands or millions of times more intelligent than we are, they may see us merely as obstacles and may want to eliminate us."
9022178,as,sweet,he,is,"What I meant is that you are very strong-willed, and Edward, as sweet as he is, he's too weak for you."
9022217,than,alike,you,think,"You may not realize it, but you and I are a lot more alike than you think."
9024211,than,alike,you,think,You and I are a lot alike than you think.
9027914,as,active,I,am,"And I have the dance background, so I had that mentality already, but even with that, and being as active as I am,"
9029274,than,stronger,I,am,You're so much stronger than I am.
9029275,than,Stronger,I,am,Stronger than I am.
9029368,than,stronger,I,am,You're so much stronger than I am.
9030446,than,better,it,looks,- It's better than it looks.
9040085,than,fuzzy,it,is,It looks more fuzzy than it is.
9040660,than,fuzzy,it,is,It looks more fuzzy than it is.
9041758,as,sophisticated,it,gets,New all-wheel drive system in the 991 is just as sophisticated as it gets.
9041799,as,strange,it,may,"I mean, bow down to the fact that the Porsche, strange as it may seem, is really good in the snow."
9042096,than,slippier,you,think,- It's a lot slippier than you think.
9043015,as,uncommon,you,might,It's not as uncommon as you might imagine.
9044404,as,firm,you,look,I'll be damned if you don't feel as firm as you look.
9045000,as,pretty,you,are,'cause you need a name as pretty as you are.
9046767,than,worse,it,is,It looks worse than it is.
9051799,than,like,I,would,I'm feeling a little more rabbit-like than I would prefer.
9052994,as,much,you,say,I don't think it adds up to as much as you say.
9053591,as,much,you,say,I don't think it adds up to as much as you say.
9054975,as,good,they,get,"We expect our fellows to give as good as they get, and apparently Lieutenant Barnhill is the current Kentucky golden gloves champion."
9059351,than,casual,he,is,She has to be more casual than he is.
9061174,as,brave,they,come,"Under fire, I hear He's as brave as they come."
9061755,than,more,we,do,He knows more than we do.
9062380,than,more,we,do,He knows more than we do.
9063034,than,more,we,do,He knows more than we do.
9063890,as,shocked,you,are,"I'm as shocked as you are, but that group was all he cared about."
9065129,than,more,I,can,It's more than I can bear.
9065171,than,tired,I,do,"Forgive me, Sophie, but you look more tired than I do."
9074515,as,talented,she,is,"if those other girls are half as talented as she is, we got the makings of a super group."
9076418,as,pretty,they,are,"I like paintings, but pretty as they are, they have absolutely no place in a court of law."
9080400,as,involved,you,want,You can be as involved as you want.
9081536,than,more,we,should,"Yeah, maybe more than we should have."
9083485,as,much,you,do,I know as much as you do.
9088674,than,worse,it,looks,It actually tastes worse than it looks.
9093824,than,stronger,you,think,She's stronger than you think.
9094312,as,strong,you,may,My faith is not as strong as you may think.
9094723,than,stronger,you,think,She's stronger than you think.
9095207,as,strong,you,may,My faith is not as strong as you may think.
9098827,than,stronger,you,are,And you know she's stronger than you are.
9099331,as,simple,you,think,Nothing is as simple as you think.
9099510,than,cunning,I,am,You're even more cunning than I am.
9100766,than,closer,she,admits,They're closer than she admits.
9101748,as,bright,you,are,"for as bright as you are, you are as dumb as a bag of hammers -- dumb, dumb, dumb!"
9103214,than,longer,I,can,Been sitting in my cabinet for longer than I can remember.
9106080,than,worse,it,is,They're just gonna make it sound worse than it is.
9106083,as,insane,it,sounds,"Look, it's not as insane as it sounds."
9107850,than,More,you,know,More than you know.
9119574,than,harder,it,looks,This is harder than it looks.
9119778,as,high,you,can,"Well, as high as you can get."
9121967,AS,GOOD,IT,GETS,SO THIS IS AS GOOD AS IT GETS.
9129015,than,More,you,know,More than you know.
9129506,as,much,I,do,You know as much as I do.
9130525,as,much,I,do,You know as much as I do.
9148928,than,more,I,need,Its more than I need.
9159432,as,easy,you,are,"Yeah, well, this job's not as easy as you are, Princess."
9160290,than,better,he,is,'Cause that would make you no better than he is.
9185927,as,easy,you,'d,"Yeah, it's not as easy as you'd think, is it?"
9188464,than,more,I,need,- Maybe I have more than I need.
9188465,than,More,you,need,- More than you need?
9188466,than,more,you,need,- You can never have more than you need.
9198211,than,tougher,you,think,You're tougher than you think.
9199176,than,minded,you,think,She might be more open-minded than you think.
9199933,THAN,YOUNGER,YOU,MIGHT,"WHICH IS YOUNGER THAN YOU MIGHT THINK,"
9200234,than,More,you,'d,More than you'd like.
9202906,as,full,you,like,As full as you like.
9210470,as,drunk,you,are,I'm not as drunk as you are.
9217623,as,cynical,you,are,"Fortunately, not everyone's as cynical as you are."
9219238,as,much,you,speak,"- Mr. Wilde, Allah gave you two eyes and one mouth so that you might see twice as much as you speak."
9225183,as,fast,you,can,Is that as fast as you can go?
9235374,than,crazier,I,am,So they sent me somebody crazier than I am.
9235749,as,shocked,you,are,"Listen, I'm as shocked as you are."
9237786,than,harder,it,looks,This geology lark's harder than it looks.
9246149,as,interesting,it,could,"Turns out, the Higgs mass is about as interesting as it could be."
9250540,than,harder,it,is,You're making this harder than it is.
9250918,than,more,you,can,"Don't bite off more than you can chew, Steven."
9267423,as,Bizarre,it,may,"Bizarre as it may seem, the battle of the icons would be the most rabid and vicious controversy in the entire history of an empire obsessed with religion."
9270506,than,stronger,I,look,"I know I'm stronger than I look, but even I can't carry her."
9270565,than,heavier,you,look,- You're heavier than you look.
9272193,as,Such,it,is,Such as it is.
9280568,than,more,I,do,She'll end up making more than I do.
9286735,than,More,you,might,"More than you might think, and we're growing."
9287074,than,more,you,think,"So, maybe I understand more than you think."
9287653,than,ambitious,you,seem,"Maybe, underneath that calm exterior of yours, you're more ambitious than you seem."
9288372,than,More,you,might,"More than you might think, and we're growing."
9288675,than,more,you,think,"So, maybe I understand more than you think."
9289189,than,ambitious,you,seem,"Maybe, underneath that calm exterior of yours, you're more ambitious than you seem."
9291700,as,unworthy,she,is,"Does she not think her blessed, unworthy as she is, that we have brought so worthy a gentleman to be her groom?"
9292955,as,long,you,want,But I'll watch 60 Minutes with you as loud and as long as you want.
9293451,as,long,you,want,But I'll watch 60 Minutes with you as loud and as long as you want.
9294017,as,reputable,you,claim,"But if this Dr. Wells is as reputable as you claim, he won't trust a verbal report, from a businessman."
9305508,than,hotter,you,are,"Well, she's hotter than you are."
9311859,than,closer,we,think,Maybe he's closer than we think.
9314853,than,harder,you,think,"No, really, it's a lot harder than you think."
9317939,as,easy,it,sounds,"Dismantling an operation like this, it is not as easy as it sounds."
9332659,than,Longer,we,can,Longer than we can remember.
9334356,than,Longer,we,can,Longer than we can remember.
9336021,than,-Longer,we,can,-Longer than we can remember.
9341405,than,harder,it,is,Don't make this any harder than it is.
9341517,as,real,it,gets,"Aunt Kat's school of Boris is as real as it gets, in-home or anywhere, buddy."
9342471,than,embarrassed,you,are,"I'm more embarrassed than you are, trust me."
9344442,as,bad,it,looks,Maybe it's not as bad as it looks.
9350481,as,composed,you,are,"We all can't be as composed as you are, Mrs. Rogo."
9358167,as,buried,you,can,"Man, that's about as buried as you can get."
9361434,as,fine,it,is,It's fine as it is.
9361866,as,cold,they,come,It's as cold as they come.
9362788,than,smarter,I,am,He's smarter than I am.
9363853,as,cold,they,come,It's as cold as they come.
9364582,than,smarter,I,am,He's smarter than I am.
9365615,as,cold,they,come,It's as cold as they come.
9366343,than,smarter,I,am,He's smarter than I am.
9367469,than,dumber,I,think,"So, less'n you're dumber than I think, you'll throw in with us."
9367814,as,enough,it,is,We got little enough as it is!
9367936,as,patient,I,am,"If you're gonna pull a gun on somebody... which happens from time to time in these parts... you better fire it, because most men ain't as patient as I am."
9369871,as,stupid,you,might,"Maybe I'm not funny, but I'm not as stupid as you might think."
9371296,as,happy,I,am,But I'd like you all to be as happy as I am.
9371905,than,sorrier,you,are,- I'm sorrier than you are.
9372576,than,stronger,you,think,"Don't be a fool, we're strong, a lot stronger than you think."
9378679,as,queasy,it,is,I'm feeling queasy as it is.
9379813,than,American,you,are,"- Please, I""m more American than you are."
9392283,as,shrewd,you,are,"You, wary and shrewd as you are?"
9395881,than,more,you,do,I don't know any more than you do.
9403261,AS,MORE,WE,SPEAK,SHAL'S GETTING US MORE AS WE SPEAK.
9409329,as,Steady,you,go,"Steady as you go, Otto."
9412142,than,more,I,make,Do you know that's more than I make?
9414287,than,more,I,make,Do you know that's more than I make?
9416428,than,more,I,make,Do you know that's more than I make?
9418635,than,worse,it,sounds,It tastes worse than it sounds.
9418671,as,looking,you,can,Very rugged-looking as you can imagine.
9419061,than,compliant,we,are,I think that you might find that the young ladies are less compliant than we are.
9422127,as,talented,you,are,"Dr. Costa's almost as talented as you are, Sean."
9422340,than,refined,you,are,I am infinitely more evolved and refined than you are.
9422950,than,more,you,know,But I really don't know anything more than you know.
9432607,as,good,you,look,You smell as good as you look.
9440906,than,different,I,remember,He's different than I remember.
9441520,than,different,I,remember,He's different than I remember.
9445887,as,dumb,you,look,So you're not as dumb as you look.
9446251,than,more,you,know,You're so much more than you know.
9450458,as,fine,I,am,I'm fine as I am.
9457350,as,confused,you,are,"Kim, I'm just as confused as you are."
9458035,as,confused,you,are,"Kim, I ́m just as confused as you are."
9458717,as,confused,you,are,"Kim, I'm just as confused as you are."
9459415,as,confused,you,are,"Kim, I'm just as confused as you are."
9460114,as,confused,you,are,"Kim, I'm just as confused as you are."
9464789,than,rarer,you,think,"Well, kidnapping's much rarer than you think."
9471792,than,more,you,can,Seven million and one is more than you can stomach?
9476212,as,late,you,hope,"But, however, hope springs eternal, so I may be able to persuade the sisters of my world to help us simply by relying on their greatest hope, the hope to reunite with your counterparts... and then ... maybe   you will be able to return to your time before it's too late as you hope."
9476609,than,painful,they,should,They're a lot more painful than they should be.
9478803,as,busy,it,is,But we're busy as it is.
9481093,than,stronger,you,think,"The power of truth is stronger than you think, Commander Yi."
9481094,as,righteous,you,believe,"The world is not pure and righteous as you believe, sir."
9488175,as,advanced,you,say,"Doctor, the intelligence of arms is as advanced as you say, would not it make you vulnerable to them?"
9495022,than,more,you,do,We bill more than you do.
9502426,than,successful,I,am,A brother who lives at home... but is still considered more successful than I am.
9503912,AS,READY,WE,CAN,"AS READY AS WE CAN BE, FRANK."
9514263,as,high,it,goes,"Full power, as high as it goes!"
9515155,than,taller,he,is,I'm taller than he is.
9515561,than,taller,he,is,I'm taller than he is?
9519610,than,more,I,do,"- She eats very much, even more than I do."""
9520857,than,more,I,do,"- She eats very much, even more than I do."""
9521351,THAN,MORE,YOU,COULD,I'M MORE THAN YOU COULD HANDLE.
9521772,AS,SORRY,I,AM,NOT AS SORRY AS I AM.
9522362,than,larger,you,expect,The impact of an intake interview can sometimes be larger than you expect.
9528426,as,good,she,has,Zeena says he's already got it as good as she has.
9528720,as,smart,they,think,"Ah, Zeena and Mr. Bruno, they aren't so smart as they think."
9529475,than,bigger,we,are,But they're not any bigger than we are.
9540533,than,cleverer,he,is,"He always hated me for my thoughts because I ́m cleverer than he is, he couldn ́t manage without me."
9542774,as,long,it,takes,And we're going to hunt them down one by one for as long as it takes.
9545551,AS,SAME,I,DO,JUST THE SAME AS I DO.
9546474,as,bad,they,are,To hire killers and be as bad as they are?
9548582,as,nice,he,is,Rich and nice as he is.
9554241,as,innocent,she,seems,And I think we should have a psychiatrist tell us if she's as innocent as she seems.
9555141,as,simple,they,seem,"This meek self-destructive soul evokes different thoughts, about past things being not as simple as they seem, and makes you wonder whether or not you were the very cause of them."
9555577,than,cautious,we,are,Your robots are more cautious than we are.
9560550,as,clear,it,gets,That's as clear as it gets!
9560871,than,More,you,'d,More than you'd think.
9568771,than,busier,he,is,I'm just a little busier than he is.
9582170,as,low,you,want,As low as you want.
9582171,as,high,you,want,As high as you want.
9583920,as,Incredible,it,seems,"Incredible as it seems, flies, humans and dogs may be smelling the sound of quantum biology."
9583921,as,mysterious,it,is,"Our sense of smell is fascinating and mysterious as it is, but to think that when I encounter a particular scent and that sets off a whole wave of memories and emotions in my mind, that it's underpinned,"
9584716,than,healthier,I,look,"I am healthier than I look, stronger than I look, faster than I look."
9584765,as,gifted,they,get,"As shooters go, Mars is as gifted as they get."
9586263,than,healthier,I,look,"I am healthier than I look, stronger than I look"
9591261,as,easy,you,think,Some things are not as easy as you think.
9593371,than,less,you,deserve,Far less than you deserve.
9596699,as,much,we,'d,"It's not as much as we'd like, it's not as much as we need but therein lies some hope."
9601329,than,lighter,I,remember,"Wow, you're lighter than I remember."
