idx,sentence
1556,"To me, as controversial as it may seem, it doesn't draw for there really is no moral line at all when the circumstances of the person are considered."
904,"Because we all know, corny as that sounds, the secret to living is giving."
3525,"I wish her well, hard as that is for me to"
3421,"large as we possibly can, not related to m and n.m And then the probably collision is going to be about 1/q."
1527,"slaves throughout the South, completely ignorant as were the masses so"
2922,"me shelter than upon the recognition, agreeable and cordial as it was."
3172,As remarkable as the amount of people you've managed to murder.
2778,"Bad as the Welsh chieftains were, even they would"
780,"and his advisers were as yet quite unfitted for it, prone as they were"
2160,marked as it was by brilliant strategy on the part of the young
1533,"Washington wrote on February 16, 1778, ""Naked and starving as they are we cannot enough admire the incomparable patience and fidelity of the soldiery."""
3227,"Then, worn out though he was by his long sickness, Stanislaus raised"
1994,"as it may sound, condensed as it is in these pages."
3838,"things, incomplete as it may be in many of its details, leaves no room"
1729,"""This is a really amazing moment, and people are going to comment on it, and they're going to ""like"" it, as weird and inappropriate as that is in this case."
2010,"""As bad as it seems now, as dark as your life may feel, there is light at the end of the tunnel, and it does get better."""
661,"As magical as it is, it's just as unpredictable."
1083,"long and it's and it's, it's about the same colour as Hattie's, a bit darker"
88,"Hungry as we can be,"
3337,"Big Reuben, clever as he was known to be."
2441,"wonder that even Tom, experienced miner though he was, should have been"
539,"As good as those dishes are, I always wish there as something going on on the table."
1007,"clock in the tower, his smile, altruistic as it was, became slightly"
1313,"though, good fellow as he was."
3653,"captured and tortured, strong and fierce though he might be, it was"
1155,"Worried though he was about the impending Filippeschi attack, Simon's"
3736,"Kindly as King Louis was, decapitation would be preferable"
1893,"Numerous as they seemed, the"
1504,Certain as the judgment of God it is that Simon and the man in black
4045,"that, mad as it was, delighted in seeing how powerfully he was drawn to"
3887,"of of of everything, er, she said, as you raised, you been appeared in the paper, obviously, in dealing with something, it seemed to you, unjust, our folks thought you ought to introduce this subject."
817,Interesting as was the provincial life of this community; absorbing as
449,"The fanlight pattern, good as it is, fails"
3484,"Crude as these fixtures were, they have hardly"
135,"Unusual as is the use of these Palladian windows, their charm is"
3331,"Beautiful as these doorways are in themselves, they are so much heavier"
2098,"Not just a School of Public Health, important as that was -- there had been a small school before and it's much larger and better now -- but public health as an idea, the idea that you can prevent illnesses, that behaviour contributes to a healthier society, that laws and policies and regulations can encourage healthier behaviour and reduce disease."
1962,"every species of authority, inimical as they were to each other in"
2681,Slow as they want.
2829,"As awful as it is, the consort tried to kill the Crown Prince."
3504,"The process seemed a sound one to Brand, unable as he was to reach the"
824,♪ And foolish though it may seem
2964,"Come back to reality, as hard as that may be?"
47,"Come back to reality, as hard as that may be?"
3538,"irritable, though he may fail to grasp what his friend is after."
808,"such ugly things--faces, vivid, changing as he looked, growing ugly and"
1153,"possible to sneak out, even on Dr. Grant, absent-minded as he was, by"
38,"Big as it is, the Orion nebula is just part of an even larger star-forming area known as the Orion complex."
3792,"as careless as you wish, and no one thinks anything about it."""
3225,"so, and if, on the whole, perishing as I was, I would not be justified"
544,"grace as I could, of course, and said I enjoyed it, and tried not to be"
4030,"heavy as they had been higher up, but they were very many."
964,"active as he was, he suddenly gave a great leap out of the net and was"
2305,"All these things, however, fascinating as they are and copious as is"
3174,"Yet even these, deplorable as they ever must be regarded,"
3854,"learned historian and geographer though he was, computed the equatorial"
1147,"strange fatality this fact, well authenticated as it is, has been"
840,"He preferred, fleeting and weak spirit as he was, the indefinite,"
1413,Chained as she is
1827,Unsupervised as you would say.
3327,"Mr. President, as wise as you are, you cannot presume to know what God is thinking."
206,"information as it is, our conclusions seem to depend on whether we have"
3275,"refined as they are, it would be quite impossible for men to do"
2326,"- Getting in Elliot's head, as odd as it seems, is, you know, something I really enjoy, youknow,to go  intohispsychosis, whathe'ssufferingthrough, thegoodin him, thebad,theugly."
1515,"once, as crazy as I ever see a bunch of critters."""
1955,"anxiety as she spoke, slowly and thoughtfully, her gaze searching his"
2525,As hard as they let me.
1484,"going to let you get the drop on him, as you seem to think you can."
3261,"That moment of Lucy's peril, brief as it was,"
1497,"improbable as it seems, there is more reason to believe than there is to"
1513,"There's some diffuse radiation that's coming from the atmosphere that gets, scattered as the sun is coming through the atmosphere."
1739,"is a heretic, shame though it be, and her master is the father of lies."
3058,"Quick as he was, the great cat was"
3092,"time he is holding his mother's gown, old man though he be, and"
3502,As bad as that right.
326,"These injuries, severe and painful though they were, are only a small part of the story when compared to the effects of the severe closed head injury."
453,"Cribbed and confined as the girl was, she steadily refused to be cast"
2634,"with the maid, because it seemed to me that her heart, young as it is"
2777,"My blessing follows her, unbeliever though she be."""
293,"Furtive as he was, he paused to brush them from his head and hair."
2234,"Degraded as his tribe had become, Burl"
2128,"short-sighted as all ants were, no longer felt itself threatened and"
3780,"might, herculean as their efforts might be, they were powerless against"
1584,rest--short as it was--had enabled him to rise and stagger on.
251,"Barbaric and strange as he seemed, the girl found in his face that"
2664,"Strong as he was,"
3605,"foolish, as is the manner of dignified dogs when they are spilled"
1266,As good as we want to be maybe we just can't get beyond color.
1421,"Maybe if we just had a racial Squeaky Fromme, as scary as that is, people would come to their senses."
3891,"Strange as this may seem to us, yet if we bear in"
2842,and convincing as it leads the reader through the maze of business
2259,"It's not other people, it's not the problems that surround us, it's not the people that we have to work with or the conditions in work, it's not the next door neighbours, terrible though they may be, the real answer, for you and for me, lies within ourselves."
3096,"In a way though, perverse though it sounds, I'd rather let it get fairly bad and take him back"
591,Very lonely though I imagine.
3267,as extraordinary as some of his secretary's utterances.
2080,"The gruel was served up and a long grace was said over a short  the gruel disappeared, the boys looked at each other and went over, while his next neighbours nudged him, tired as he was he was desperately hungry and  he rest on the table and  the master with his  hands he said"
3051,"Strange because it is, as he later admitted and I'm sure he was later very embarrassed by it, erm histrionic and emotional in the most extreme way."
525,accessible as is that pertaining to men more often treated by the
2383,"Loyal though the girl was, the whispers would not hush, nor the doubts"
2403,"herself she would believe none of it, fiercely though she hated Mr."
2782,"paid a deference to that face, young as it was."
2834,"I think we should legalize all drugs, as sinister as that sounds."
3505,"very name had grown upon him, middle-aged man of affairs though he was,"
55,"in winter, remote as it is from the haunts of men."
450,"hideous though the sound might be, he must speak."
1636,"Unworthy, unfit though he were,"
2241,clasped as she prayed for strength to withstand the temptation.
35,"the change, miraculous as it seemed, had indeed taken place."
1248,"A transcription, as Klapuri writes, would require that the pitch, timing, and instrumentation of all sound events to be resolved; difficult as this may be for some cases, this goal is usually redefined such that a transcription constitutes the notation of as many of the constituent sounds as possible or some well-defined part of the music signal (i.e."
3724,"threatened as we were with dispersion and banishment, we were but too"
1796,"Incredible as it seems, it is perfectly true."
2843,"It was so with Doña Paula, old, faded, and withered as she was."
2118,"Low as it was, the girl overheard the remark; she pouted disdainfully"
1967,"A born disputant, he brought into every question, trivial as it might"
2150,"passion as it may be, does not make them disliked."
1052,violent as it was unjustifiable.
1814,"After all, rare as this abstemiousness may be in towns in the interior,"
1250,"virtues of this class of girl, and rare as it is, it is one least"
2381,"through the open bars of the gate; and bad as this place was, we"
1686,"She had her face towards the window, and dark as the room was"
2030,"So, in our course, we don't have time to examine lots of different tissue structures, interesting though that would be."
2160,Strange as this planet.
3056,"I began to see, and, downcast as I was, to prick up my ears in wonder."
1005,"Quick as his action was, however, that of his horse had been quicker."
2886,"Watchful as Noel was, his hunger nevertheless was so keen and he was so"
1004,"Alarmed as Noel was by what he heard, he nevertheless quickly arose and"
1981,"Terrified as Noel was by the action over which he had no control, the"
544,"heavy-hearted as he was, smiled as he heard Dennis shouting, ""_My_"
2961,"Disheartening as the information was, it did not decrease the"
911,"The central fact of disunion in Italian life, complicated as we have"
2182,"acclamation, bad as it was, had been carefully subsidised."
2603,"as steadfast as it was turbulent, the forces of division represented by"
1183,"foreigner, chosen, it would seem, as likely to be more impartial than a"
1008,"as backward as they had been in 1660, quoting the ambassador Molesworth"
130,as irrational as any to be noted in the cities of Italy.
3629,"I wonder if you feel that even if there was a deal, the British government, the Foreign Office, represented as they were, so admirably really, by Sir Edward Heath, he seems to have done a very good job, I wonder if he had to work very hard, or do you think perhaps, anybody could carry that out?"
297,"Cos I mean they won't be as, as hyper-critical as we are."
2494,"But if you don't treat that lady right, great as you are I'll kick you in the head."
2511,"Frog, as great as you are, do I look like a pimp?"
491,"n’t another fellow I know, who, placed as he is, can set up so many"
1030,"As beautiful as it is savage in its necessity, both risky and calculated all at once."
561,charming as this one.
3899,"As free as the grass grows,"
350,as mysterious as that which appeared on the wall to warn King
2800,"Strange as it seems to take photographs with invisible rays, it is"
1490,"- ...reports, incredible as they seem, - are not the results of mass hysteria."
2433,"Grotesque as it may seem to us, the “Primitive Briton"
3404,"And I say to our European partners, frustrated as some of them no doubt are by Britain's attitude: work with us on this."
2351,"over my surprise, old as I am, at the surly moral manners, the"
1813,as large as the earth” would be attained in about thirty-two and
2543,"Pleasant and entertaining as he could be, he was feared."
3134,"Marked man as he was, Peace felt it dangerous to stay longer in Hull"
1516,"I think its occupants, bad as they might be, are too"
1830,"circumstances, knowing as I did that I should certainly be hanged?"""
1949,"Gay and irrepressible as he was, the"
2592,"He was a living human being, troubled as we are troubled,"
3757,"flows is stale, flat, though I believe, not unprofitable."
2099,"sensitive, fastidious, as he was, had his battles to fight, and fought"
2742,"Still, gentleman and man of culture as he was, Ferrier had a"
3184,"serious as Ferrier thought, it is perhaps unnecessary to say."
2431,"Short as the journey was, however, I could have"
3823,"forgotten her, vindictive Italian though he was."
3089,"willed as I used to be,"" he said."
3925,badly off as we are.
2023,"As different as me and that roach that I might not like to be in the same room, we all share that same common root of"
2435,"I want this to be clear, as clear as it was to me yesterday when I watched you listen to the news about the crash and Blake."
2219,"Bad though it was, however, _l’Embarras des Richesses_ is still"
106,"to the magnificence of the period, fabulous though it was."
767,"“Scattered though you may soon be from the Atlantic to the Pacific,"
2131,"Young as he was, his native intelligence taught him that something"
1835,"As kind as you are, I don't think we can accept the invitation."
3629,"and the next day (Sunday), scarred and bruised as he was, he preached"
4052,- Hard as that may be for you to believe.
1331,Partly concealed as she was by the pile of old canvas the man did not
2977,Scornful as you please even when I offer him some.
445,conscious as she said it
516,Accustomed though she was
1310,"Breakthroughs in medical research take far more than the occasional flash of brilliance, as important as that can be."
2612,"""Happy as I am I cannot bear thinking of leaving you with the"
3897,"distance; and, I must confess, brilliant as the spectacle was, _my_"
2280,"Dazed as I was by the fall, I realized at once what had happened."
3954,"Coincidental as it must have been, that childlike wail of anguish was"
2529,"As crazy as it sounds, not only does quantum physics... tell you that a little particle can be in two places at once... but the so-called Heisenberg uncertainty principle... tells you that sometime the particle... even must be in two places at once."
2663,"As mind-boggling as it sounds... when it comes to the amazing world of parallel universes... anything that can happen has happened or will happen... in some other universe... in some other dimension, space, and time."
3045,"Impossible as it may sound, experts think there may be... a way to travel through a wormhole... and live to tell about it."
1726,"It was theatre-time, and tired as we were, the temptation for amusement"
3885,"Lonely and deserted as the country had seemed to the new settlers,"
3727,as cultured as Mrs. Jebb would have liked him to be.
2289,agitated as she saw Andy’s concerned face.
4025,opaque as it appeared during that exquisite moment when he held
1357,"numerous as that of the “allied Republic,” has called the attention"
925,"Small as the deficit of agriculture is in Section _A_, still it is"
1232,"Give me some warning before you come, as loud as you can."
2301,"But, insignificant as it was, it forms part of the mosaic"
2876,"The story of Germany having turned Mahommedan, farcical as it was,"
1900,"force as he might have done, had he only known, at Koh-i-taftan."
2614,"scavenger, unpleasant as it is, it undoubtedly represents a provision"
3241,"and ill, as our parents were, from the shock of the change."
3697,cramped and on short rations though they were.
371,"But, foreigner as he was, covered as his broad chest might be"
1360,"MY great-uncle’s will, forcible, concise, indisputable as it was,"
597,"beautiful though she was, were she not the Princess?"
1714,"enemy, as he should have done, he had delayed the duty."
3928,"So, inexperienced as I am, I came to take his place."
3052,"wonder that the Turk, blood-thirsty as he is by nature, needs little"
1398,"Obvious as this duty may appear, it is one that"
2363,"happy as she was with Joyce, felt a wonderful relief in talking again"
193,"In the country once known for its passive resignation, where, as bad as things got, only four percent expressed their opinion to a public official, today 90 percent tell us that if there's a problem in their community, it's up to them to fix it."
2767,"that diagram, complex as it is, does not nearly represent the"
3025,"other, armed as they are by weapons of very long range."
689,"But monstrous as it is, it is not childish, because it was"
1754,"imperfect and artificial as it is, cannot easily be replaced in the"
3105,Important as this property of sonorous bodies is to musicians and the
3198,Peculiar as it may
3208,"Now as cool as that sounds, my family was not that thrilled with this."
3423,"And that, strange as it may sound, gives me hope."
3130,[Because of] opinions...So erase the opinions then we will see them as pure Soul - as clear as they are!
3397,"As titillating as the evening's been, I'm afraid not."
797,Boring as that might seem to you.
1291,As titillating as the evening's been.
1264,"Hetherwick, ready though he was for the news, started when he got"
35,"by something else than her face, handsome as that is!"
4091,"it!--it's a far better house than the Court, grand as that may be."
1300,"""Tall as she is and tall as we are,"" he whispered, as they threaded in"
2626,"Early as it was, there were a lot of people at Waterloo, and"
3095,several--risky as that was--but I couldn't find her.
3853,"these things, puzzling as they are, are better than nothing."
1735,"&amp;lt;i&amp;gt;Reports, incredible as they seem,&amp;lt;/i&amp;gt; &amp;lt;i&amp;gt;are not the results of mass hysteria.&amp;lt;/i&amp;gt;"
2444,"We must run the rest, therefore, as hard as we can."
1664,"haughty, as you might think, but that he feels in the circumstances—the"
2102,"“Meanwhile, capable as I was of reading, I found my greatest pleasure"
829,"friendly, as I believe, to the colored people."
1020,alive as she could be (though they had known it from childhood) to the
3714,"The nation judges us as workingmen, and poor indeed is that man or race"
1020,"government, divinely ordered as we dream it to be, must be brought to"
3983,and flippant as they sometimes are; for though he is a graduate of
632,"clothed in purple and fine linen, and, strange as it may seem, succeeded"
3172,"black gown, threadbare and worn as it was, only enhanced the beauty of"
2847,accustomed as he was to the conceits and vagaries of wealthy
2286,"I held my hand lest I should kill him, man of peace as I am."
2288,Even his father--Quaker though he once became--did we not know ere the
1884,"Swift as his mind worked, it had not seen his opportunity to win her to"
2174,"Inexperienced as they were, their"
2646,"But, fascinating as were my discoveries in the novel field of diplomacy,"
1956,"Yet, unfavourable as the time might seem, a"
727,"point, hard though it is, in the end it becomes easy[15].’"
1286,"perhaps been said to shew that, great as was the debt of Zeno to his"
961,"Let me, however, warn you, Célèste, that, devoted as you are to"
2368,"small as the good God ever permits me to be, I bent cautiously and"
815,"Hospitable though they were, this was how the Salvières really loved"
198,"her guest, harmless as were her intentions, are--capable of"
1620,"“Who could have thought of it, Madame la Duchesse, cheerful as he was?”"
3482,"Warm-hearted, hot-headed, plucky as they make ’em, and generous to a"
4027,"He is also, funny as it may seem to you, a shy man."
2089,"and undeveloped as this, there was this instinct triumphantly asserting"
2212,"And one more time, loud as you can, how does it go?"
2760,"as broad-minded as most people, had said “Better hold your tongue,"
1054,"intensity; flippant as was her speech, Violet divined a certain force"
2725,"always as moral and monkish as we might be, we don’t want to be wicked"
2911,"But, horrible as it all is, I"
2951,"Passionately evil though he was, there was not a grain of coarseness in"
3252,"The fact that a protest is happening, really, it does mean that the layout of the blocks, the streets and blocks the putting in of public space, compromised as it may be is still a really great thing."
3745,"nearly on a level with his mother’s, and, bred as he was on both sides"
3025,"fool that you are, came to the trap as on wings of fire."""
3148,"The appeal for help, suspicious as it was, was by no means to be"
2165,"But on this particular occasion, it was very, very clear that as horny as Suki was, Jasmine was having none of it."
3817,"six men, big and powerful as they were, obey him with remarkable"
492,"as difficult as the Megantic, and constant watchfulness was necessary to"
1053,"Enormous as were the proportions, however, of these huge vessels, they"
2206,"Battered as she was, however, it was now clear that the _Cap Trafalgar_"
3501,"Vast as these figures are, however, they are dwarfed when we begin to"
3031,"This sort of work, however, valuable as it was, was perhaps only to"
100,"through an unknown country, cumbered as they were with arms and other"
215,"Your office, as powerful as it is, does not give you the right to bring chaos to the lives of others."
3353,"message of peace, but, brutalised as they were by the continual sight"
117,"what is it now?” said Juanna, who, early as it was, had risen"
1025,"""Bad as that, is it?"""
1563,"Yes, as courageous and as cunning as he once was."
2633,"discipline as this would make, if there were the least chance of any of"
2606,as important as Mr. Wirt thinks it is.
3119,"and smilin', and he kind of give me half a bow, polite as you like,"
2048,"Derek's escape could now mean difficulty in our operation, should he communicate in any way with the inhabitants, inferior though they may be."
2075,"Hard as Dicky Dunn was, he went to his"
1130,"As mad as they'd be, they never - they never talk like that at all."
1195,"wished to love, before it was too late:--(for, young as she was, she"
2021,"In fact, of the various phenomena, probably the easiest one to accept is precognition, as strange as that sounds."
3115,"Her job history, as unsettled as her life."
1592,"Foolish, incoherent words, as they seemed to him, but he could find"
2631,"his old influence with her which, poor as it was, he had relied on"
3670,"new-comer, possessed as it was with the image of what David Grieve"
465,"self-restrained as she was, were in fact charged with something"
595,"lost as it is beneath many supervening strata, is still there and"
1276,"And it's widely reported that drones are being used in drone strikes, and I support that entirely and feel the president was right to up the usage of that technology and believe that we should continue to use it to continue to go after the people who represent a threat to this nation and to our friends.\ Let me also note that, as I said earlier, we're going to have to do more than just going after leaders and \'97 and killing bad guys, important as that is."
2437,"dangerous as that of success, and none that leaves so bitter a taste"
2482,"“Because,” replied Dorothy, as angry as himself, “you know as well as I"
658,"So quiet as it's kept, I need your help first."
3321,"His reasoning here, brief as it is, is worth following."
3580,"We need to avoid the temptation, in many ways understandable as it might be, to airbrush or sanitize"
3770,"Misguided as the State's decision was, we went along with it."
3975,"The receiving line is charged with excitement because famous as the guests may be, they are about to meet the two most powerful men in the world."
2653,As tight as you can.
763,Dead as he is.
1818,"But you know, as sweet and wonderful, as Dr. Albright is, she can also be somewhat domineering, power-hungry and hostile, and I think I finally figured out why."
494,"As hard as that is to watch, your friend is very lucky."
1498,Obvious as it is.
1312,"You know, if there are other people in this town... who are feeling as... confused as I am right now..."
2373,"You know, if there are other people in this town... who are feeling as... confused as I am right now..."
3438,"You know, if there are other people in this town... who are feeling as... confused as I am right now..."
1729,"Unusual as it may seem, we're talking about me."
1540,"As beatific as Gandhi was, there was somebody in a Bombay bar going"
205,"And besides, I mean, as grand as this may sound, we owe it to the world."
3413,"Or, naked as I am, I will assault thee."
2271,Strong as Brian is...
2595,"As mysterious as it might be for tiny particles in an atom to act this way, the evidence quickly mounted, showing that Bohr was right."
2665,"As weird as it sounds, this new way of describing how particles like electrons move is actually right."
2983,"As powerful and accurate as quantum mechanics has proven to be, scientists are still struggling to figure this out."
2996,"As strange as quantum mechanics may be, what's now clear is that there's no boundary between the worlds of the tiny and the big."
2658,"Your story don't end well, and if they don't know that by now, they as stupid as you are."
3823,"As novel as the plaintiffs' lawsuit is, in actuality, I suppose it's nothing terribly new."
1273,"For someone as healthy, strong, and smart as you are, this car is just for you~!"
1381,"Hard as it is to believe,"
146,"As morbid as it sounds, I am trying to find a replacement for Mr. Beckert."
2848,"Conflicted as I am to be compared to a marginally entertaining '80s TV show, what would you like us to do?"
1019,"I don't have a ton of bandwidth for other stuff, as attractive as that other stuff may be."
1525,"You know, just because with the tortilla being, you know, as thick as it is, it can have a tendency to get dry."
379,"I'd like to remind you that I answered your question, leading as it was."
2316,"Would rather bow to a tudor, bastard though he may be, than a scotsman."
99,"And I, for one would rather bow to a Tudor, bastard though he may be, than a Scotsman."
1841,"And I, for one, would rather bow to a Tudor, bastard though he may be, than a Scotsman."
514,"Guys, guys, as heartwarming as this is..."
832,"- As impossible as it sounds, the round that entered Marvin's skull here whipped around inside, exited here, killing Rebecca."
3070,"Fool that I am, I should have remembered those slippers will never come off as long as youre alive."
913,"Fool that I am, I should have remembered those slippers will never come off as long as you're alive."
3902,As close as I am to you right now.
470,"We expected nothing more than routine questioning, but were surprised to be invited into Secretary Stanton's office, and dumbfounded as we took in the meaning of his words."
2870,As quick as you can.
3974,"Tough as he is, Harry Decken is a man you got to respect."
3027,"Many as it takes, I guess."
3402,"No one steps up to this Mulhare, insolent as ye are, and takes his food."
3463,"You just reach in, cup your hands li ke that, bring the palms of your hands to the hooves, sharp as they are, and protect the mare, and...."
3996,"No one steps up to this Mulhare, insolent as ye are, and takes his food."
4057,"You just reach in, cup your hands like that, bring the palms of your hands to the hooves, sharp as they are, and protect the mare, and...."
759,Dismayed though we may be by this tragedy..
3950,"You wrong as it sounds, but at least You end up with a month of the or two."
1927,"Real as I want it to be, Mama."
3162,"Real as I want it to be, Mama."
3210,"I mean, you know, as tragic as his death was in a railway station, it was so consistent with his life."
797,"I mean, you know, as tragic as his death was in a railway station, it was so consistent with his life."
1407,"Yes, we the bishops - unworthy as we are, unworthy servants, as we say during Mass - we are the successors of the apostles."
2293,"And small as they are, strings are changing everything we thought we knew about the universe, especially our ideas about the nature of space."
3142,Shocking though that would be.
1714,"I can't stop them from using the term because... as endangered as free speech is, we technically still allow it."
2829,"You know, the wonderful element to news is, as important as it is in the moment, it's just another story by the next day."
2905,Delightful though it was.
3765,"Khrushchev sees kennedy as a pushover, thinking that this young u.S. President won't have the cojones, as the cubans would say, to stand up and resist this initiative, scary as it is, by the soviets."
2040,"As nice as that sounds, I'm on my way out of town."
3651,"Lowly and noisome though it may be, you provide an invaluable service to the community."
3678,"Well, sad as it is, right now, those boys are the closest thing to family I got."
98,Lowly and noisome though it may be...
125,"Well, sad as it is, right now, those boys are the closest thing to family I got."
1041,"Fascinating though the account is,"
1429,"As fine as you are, probably only have to tutor me like once or twice and I'll get ""A""s.,"
2520,As active as he was.
2982,"Big as them titties is, shouldn't be a starving kid nowhere in Africa."
942,"Here we are 29000 light years away from the center of our galaxy, and our galaxy is over a hundred thousand light years across, but even that as large as it is, is kind of a speck in the cosmic distance scale."
1988,"As tempting as that is,"
3649,"Judy was in Massachusetts, too late to call her, as excited as I was, but Eric was in Arizona, so I called him right then."
3957,"Actually, as humiliating as that was, a casting agent saw it and booked me a role on ""NCIS:"
1327,"I guess this has... given me... hope that, uh... there might be... as cheesy and corny as it sounds, somewhere out-- someone out there for me."
2378,♪ As dead I well may be ♪
3337,As big as I can get.
2858,Smart as they come.
3937,"Also, inspirational as that was, you just cut the one hot drink that doesn't make my tummy ache."
218,"I can give you the freedom you desire, but you will need to trust my methods, unorthodox though they may seem."
3690,"If someone approached me when I was in the Moonies, as fanatical as I was, and I was trained to die or kill on command."
2146,"As flawed as I am,"
3504,"I can't help but think what we're doing, as appropriate as it is, comes off a little conceptually bland."
3516,"So in the back of my head, I think what we're doing, as appropriate as it is, it comes off a little conceptually bland."
4094,"But... we saved America, and we're gonna save Rip and get back the rest of the spear, because as powerful as the Legion may be, they don't have this."
2049,as had as people think it is.
877,"Now, as pretty as they are... these little things are more than just a girl's best friend."
316,"♪ For as rich as you are, it's much better by far ♪"
328,"♪ For as rich as you are, it's much better by far ♪"
1837,As young as she is work doesn't scare her.
2095,"Clever as you are, you'll succeed whenever you want."
2452,"Stout-hearted as he is, he must feel lonesome at leaving home"
3847,"""Stout-hearted as he is..."
3763,"As simple as that, just sometime between yesterday and today, you just turned it off."
2682,"yeah, it was strange, we went off and bought the engagement ring first and then I said to him, you haven't really proposed to me yet -tongue tied as you can gather, he's sort of very shy"
69,"Clearly, I am superfluous to this entire operation, ably commanded as it is by a droid who was created purely to clean lavatories, so why are you telling me this, Captain Bog-Bot?"
2686,"You know, Dolores, incredible as it may seem to you, it was a World war II, and I was an instructor of combat aerobatics."
3125,"You know, as hard as it is losing a father,"
2209,"I mean, as short as he is?"
3720,As short as he is?
1201,"As small as it is, as long as it's a kingdom."
714,As perfect as they can be in this valley of tears.
3039,"Well, my lady, as terrible as this captivity is, at least we should be thankful that so far our honour has been spared."
3068,"Now... if you really want her, as skinny as she is, I give her to you."
1169,"wonderful as she may be, she's no intellectual."
3686,"Especially as pretty as you are,"
3879,"No, no, as sad as it seems... everything that happens today is a logical consequence"
1676,♪ Romantic as we are
1711,♪ Romantic as we are
2952,♪ Romantic as we are
3037,♪ Romantic as we are
2309,"Just wish it didn't affect his work so much, undermanned as it is."
1059,"As simple as it seems, when you're a kid."
2096,"As deep as we can, which means kicking the tires hard on every element of the prosecution's case, for you guys, at least."
2990,As hot as it would be to see you two fight...
2018,"My grandfather, wise as he was, great as he was, did not understand everything."
1273,"Odd as it might seem, I do enjoy working here."
1655,"Tempting as it is, not this time, Romeo."
4079,"As helpful as that is,"
2225,As hurtful as it may be to learn that they were criminals  you should know.
3679,"And you have your sister's best interests at heart, but sometimes, as hard as it is, love means you need to let go a little."
2195,"What I meant is that you are very strong-willed, and Edward, as sweet as he is, he's too weak for you."
3125,"On the flip side, as weird as that sounds, what do you like about him?"
1336,"I mean, bow down to the fact that the Porsche, strange as it may seem, is really good in the snow."
3061,"I still can't believe, as hard as he pushed to go to London, now, he may not even go."
3084,"As scary as Park Seon Woo can be, don't underestimate us either."
3187,"I like paintings, but pretty as they are, they have absolutely no place in a court of law."
578,Lovely as it is...
3941,"for as bright as you are, you are as dumb as a bag of hammers -- dumb, dumb, dumb!"
3957,"The paradox for as popular as Dax was, there's been no police."
3467,"Losses stayed with families, and losing babies, common though it might have been, was clearly not taken lightly."
930,As comfortable as this is...
139,"Hard though this seems, you're gonna have to trust that we'll take care of it."
3793,"As weird as him, yeah."
1680,"Bizarre as it may seem, the battle of the icons would be the most rabid and vicious controversy in the entire history of an empire obsessed with religion."
2122,As bad as they sound it's not like my friends... or the people of Los Angeles are any more narcissistic than the rest of the world.
1381,"Does she not think her blessed, unworthy as she is, that we have brought so worthy a gentleman to be her groom?"
2998,"As tight as Dekker's operation is, he has his problems."
3660,"You, wary and shrewd as you are?"
407,"And gorgeous though Mr. Carrington is, but if you change your mind again..."
214,Rich and nice as he is.
1498,"Wide as we do... hey, there's a microphone in here and a camera."
2784,"Incredible as it seems, flies, humans and dogs may be smelling the sound of quantum biology."
3401,"Hard as it is to hear, we aren't the future anymore."
864,Hard as it is to hear
1002,"And his gentle lady, big of this gentleman our theme, deceased as he was born."
552,"Now, mundane as it may seem, this is probably how writing began - the greatest invention in the history of human civilisation probably arose for admin purposes."
2655,"As bad as things were for me, they were even worse for barry."
2808,"I mean, you know, crazy as it sounds, I-I miss God."
2719,"So that was my dad, as fucked up as that was, that was his improvement on his childhood that he never talks about, the way a veteran doesn't talk about going to war."
1873,honest as I would like.
2479,honest as I would like.
3151,honest as I would like.
690,"Now, as risky as it is, some of the women in this town are standing together to save their homes."
3015,"As different as we were, we had one thing in common."
3791,As much as it sounds
944,"As difficult as it is for me after 27 years to sit behind a drum set and not see Kevin in front of me, it's something I still want to do."
2117,As bad as I do.
4059,"Look, as sentient meat, however illusory our identities are, we craft those identities by making value judgments."
667,"Look, as sentient meat, however illusory our identities are, we craft those identities by making value judgments."
444,"Because, as funny as it may sound, they like me."
596,As wide as you can.
3310,As loud as you can.
3965,As beautiful as the day I first brought her home
2251,"As painful as it may be for a mother to outlive her son,"
1514,"So, as fucked up as it sounds, these rangers have to kill hundreds of elephants every year just so the others don't starve to death."
3538,"Jenny, you know, as fun as this is, I'm feeling just a little bit emasculated here, with you kind of carrying me around like a toy poodle."
2607,Quiet as you can.
2179,As painful as it is.
3126,As hard as you can!
3397,"As great as this was, I couldn't stop thinking about what Turk said..."
3132,- True as it can be
2435,"I imagine with your work, as fascinating and inspiring as it may be, you don't have much time to enjoy your own fireside, do you?"
3992,This Tequila is authentic because as corny as it may sound
812,This tequila is authentic because as corny as it may sound
2323,"My first thought, suspicious as I am was maybe he had..."
2461,As heavy as they oome.
4000,- As easy as it was for Eddie to sign for Boris's packages?
3667,"If you can mold stone into place, then all of a sudden, as crazy as this sounds, it makes more sense because there is no mortar that has been used."
4079,"If you can mold stone into place, then all of a sudden, as crazy as this sounds, it makes more sense because there is no mortar that has been used."
101,"But crazy as it is, I was thinking the same thing you're thinking when I went off to band camp."
3630,"As absurd as this is, just would you please..."
1424,"Thompson's a big cheese,big as they come."
2268,"Thompson's a b cheese, big as they come."
3109,"-Thompson's a big cheese, big as they come."
3199,"Hank, I think I understand that what you did, as perverse as it is, you did out of love... okay?"
